"","Location","Year","Month","average_monthly_hum","State"
"1623","Perth","2015","October",51.66,"Western Australia"
"1624","Perth","2015","September",50.42,"Western Australia"
"1625","Perth","2016","April",63.17,"Western Australia"
"1626","Perth","2016","August",65.84,"Western Australia"
"1627","Perth","2016","December",45.15,"Western Australia"
"1628","Perth","2016","February",40.59,"Western Australia"
"1629","Perth","2016","January",48.19,"Western Australia"
"1630","Perth","2016","July",66.11,"Western Australia"
"1631","Perth","2016","June",69.7,"Western Australia"
"1632","Perth","2016","March",53,"Western Australia"
"1633","Perth","2016","May",66.82,"Western Australia"
"1634","Perth","2016","November",44.43,"Western Australia"
"1635","Perth","2016","October",54.31,"Western Australia"
"1636","Perth","2016","September",59.2,"Western Australia"
"1637","Perth","2017","April",51.15,"Western Australia"
"1638","Perth","2017","February",54,"Western Australia"
"1639","Perth","2017","January",44.56,"Western Australia"
"1640","Perth","2017","June",60.44,"Western Australia"
"1641","Perth","2017","March",54.48,"Western Australia"
"1642","Perth","2017","May",63.03,"Western Australia"
"1643","SalmonGums","2009","April",55.83,"Western Australia"
"1644","SalmonGums","2009","August",59.89,"Western Australia"
"1645","SalmonGums","2009","December",34.56,"Western Australia"
"1646","SalmonGums","2009","February",52.75,"Western Australia"
"1647","SalmonGums","2009","January",51.15,"Western Australia"
"1648","SalmonGums","2009","July",71.21,"Western Australia"
"1649","SalmonGums","2009","June",68.67,"Western Australia"
"1650","SalmonGums","2009","March",55.42,"Western Australia"
"1651","SalmonGums","2009","May",52.68,"Western Australia"
"1652","SalmonGums","2009","November",37.03,"Western Australia"
"1653","SalmonGums","2009","October",42.85,"Western Australia"
"1654","SalmonGums","2009","September",52.63,"Western Australia"
"1655","SalmonGums","2010","April",49.32,"Western Australia"
"1656","SalmonGums","2010","August",61.65,"Western Australia"
"1657","SalmonGums","2010","December",42.6,"Western Australia"
"1658","SalmonGums","2010","February",42.86,"Western Australia"
"1659","SalmonGums","2010","January",38.31,"Western Australia"
"1660","SalmonGums","2010","July",62.81,"Western Australia"
"1661","SalmonGums","2010","June",53.3,"Western Australia"
"1662","SalmonGums","2010","March",49.66,"Western Australia"
"1663","SalmonGums","2010","May",53.66,"Western Australia"
"1664","SalmonGums","2010","November",33.6,"Western Australia"
"1665","SalmonGums","2010","October",36.98,"Western Australia"
"1666","SalmonGums","2010","September",49.18,"Western Australia"
"1667","SalmonGums","2011","August",56.68,"Western Australia"
"1668","SalmonGums","2011","December",46.08,"Western Australia"
"1669","SalmonGums","2011","February",53.82,"Western Australia"
"1670","SalmonGums","2011","January",42.74,"Western Australia"
"1671","SalmonGums","2011","July",68.65,"Western Australia"
"1672","SalmonGums","2011","June",61.68,"Western Australia"
"1673","SalmonGums","2011","March",49.21,"Western Australia"
"1674","SalmonGums","2011","May",58.56,"Western Australia"
"1675","SalmonGums","2011","November",38.5,"Western Australia"
"1676","SalmonGums","2011","October",54.82,"Western Australia"
"1677","SalmonGums","2011","September",47.9,"Western Australia"
"1678","SalmonGums","2012","April",43.23,"Western Australia"
"1679","SalmonGums","2012","August",51.84,"Western Australia"
"1680","SalmonGums","2012","February",41.53,"Western Australia"
"1681","SalmonGums","2012","January",44.81,"Western Australia"
"1682","SalmonGums","2012","July",61.12,"Western Australia"
"1683","SalmonGums","2012","June",64.78,"Western Australia"
"1684","SalmonGums","2012","March",47.24,"Western Australia"
"1685","SalmonGums","2012","May",56.84,"Western Australia"
"1686","SalmonGums","2012","November",45.15,"Western Australia"
"1687","SalmonGums","2012","October",37.44,"Western Australia"
"1688","SalmonGums","2012","September",44.93,"Western Australia"
"1689","SalmonGums","2013","April",57.1,"Western Australia"
"1690","SalmonGums","2013","August",60.98,"Western Australia"
"1691","SalmonGums","2013","December",38.26,"Western Australia"
"1692","SalmonGums","2013","January",40.24,"Western Australia"
"1693","SalmonGums","2013","July",69.06,"Western Australia"
"1694","SalmonGums","2013","June",71.2,"Western Australia"
"1695","SalmonGums","2013","March",66.55,"Western Australia"
"1696","SalmonGums","2013","May",66.42,"Western Australia"
"1697","SalmonGums","2013","November",42.75,"Western Australia"
"1698","SalmonGums","2013","October",43.66,"Western Australia"
"1699","SalmonGums","2013","September",51.53,"Western Australia"
"1700","SalmonGums","2014","April",48.83,"Western Australia"
"1701","SalmonGums","2014","August",55.05,"Western Australia"
"1702","SalmonGums","2014","December",43.4,"Western Australia"
"1703","SalmonGums","2014","February",49.86,"Western Australia"
"1704","SalmonGums","2014","January",43.1,"Western Australia"
"1705","SalmonGums","2014","July",65.48,"Western Australia"
"1706","SalmonGums","2014","June",61.05,"Western Australia"
"1707","SalmonGums","2014","March",42.6,"Western Australia"
"1708","SalmonGums","2014","May",63.53,"Western Australia"
"1709","SalmonGums","2014","November",45.22,"Western Australia"
"1710","SalmonGums","2014","October",44.47,"Western Australia"
"1711","SalmonGums","2014","September",49.17,"Western Australia"
"1712","SalmonGums","2015","April",58.72,"Western Australia"
"1713","SalmonGums","2015","August",66.97,"Western Australia"
"1714","SalmonGums","2015","December",39.63,"Western Australia"
"1715","SalmonGums","2015","February",42.04,"Western Australia"
"1716","SalmonGums","2015","January",36.76,"Western Australia"
"1717","SalmonGums","2015","July",70.23,"Western Australia"
"1718","SalmonGums","2015","June",65.53,"Western Australia"
"1719","SalmonGums","2015","March",47.73,"Western Australia"
"1720","SalmonGums","2015","May",60.1,"Western Australia"
"1721","SalmonGums","2015","November",42.17,"Western Australia"
"1722","SalmonGums","2015","October",39.94,"Western Australia"
"1723","SalmonGums","2015","September",51.67,"Western Australia"
"1724","SalmonGums","2016","April",54.92,"Western Australia"
"1725","SalmonGums","2016","August",62.23,"Western Australia"
"1726","SalmonGums","2016","December",41.08,"Western Australia"
"1727","SalmonGums","2016","February",40.16,"Western Australia"
"1728","SalmonGums","2016","January",46.34,"Western Australia"
"1729","SalmonGums","2016","July",67.63,"Western Australia"
"1730","SalmonGums","2016","June",72.8,"Western Australia"
"1731","SalmonGums","2016","March",57.56,"Western Australia"
"1732","SalmonGums","2016","May",63.66,"Western Australia"
"1733","SalmonGums","2016","November",34.27,"Western Australia"
"1734","SalmonGums","2016","October",40.52,"Western Australia"
"1735","SalmonGums","2016","September",53.95,"Western Australia"
"1736","SalmonGums","2017","April",52.78,"Western Australia"
"1737","SalmonGums","2017","February",61.57,"Western Australia"
"1738","SalmonGums","2017","January",40.42,"Western Australia"
"1739","SalmonGums","2017","June",58.78,"Western Australia"
"1740","SalmonGums","2017","March",52.34,"Western Australia"
"1741","SalmonGums","2017","May",62.34,"Western Australia"
"1742","Sydney","2008","April",66.57,"New South Wales"
"1743","Sydney","2008","August",54.58,"New South Wales"
"1744","Sydney","2008","December",62.48,"New South Wales"
"1745","Sydney","2008","February",70.1,"New South Wales"
"1746","Sydney","2008","July",59.74,"New South Wales"
"1747","Sydney","2008","June",70.05,"New South Wales"
"1748","Sydney","2008","March",67.24,"New South Wales"
"1749","Sydney","2008","May",64.5,"New South Wales"
"1750","Sydney","2008","November",60.58,"New South Wales"
"1751","Sydney","2008","October",64.4,"New South Wales"
"1752","Sydney","2008","September",56.78,"New South Wales"
"1753","Sydney","2009","April",65.32,"New South Wales"
"1754","Sydney","2009","August",48.65,"New South Wales"
"1755","Sydney","2009","December",66.02,"New South Wales"
"1756","Sydney","2009","February",70.55,"New South Wales"
"1757","Sydney","2009","January",60.6,"New South Wales"
"1758","Sydney","2009","July",58.71,"New South Wales"
"1759","Sydney","2009","June",68.7,"New South Wales"
"1760","Sydney","2009","March",65.65,"New South Wales"
"1761","Sydney","2009","May",65.16,"New South Wales"
"1762","Sydney","2009","November",62.58,"New South Wales"
"1763","Sydney","2009","October",60.55,"New South Wales"
"1764","Sydney","2009","September",48.08,"New South Wales"
"1765","Sydney","2010","April",62.57,"New South Wales"
"1766","Sydney","2010","August",51.4,"New South Wales"
"1767","Sydney","2010","December",65.09,"New South Wales"
"1768","Sydney","2010","February",68.84,"New South Wales"
"1769","Sydney","2010","January",65.47,"New South Wales"
"1770","Sydney","2010","July",69.16,"New South Wales"
"1771","Sydney","2010","June",65.85,"New South Wales"
"1772","Sydney","2010","March",66.79,"New South Wales"
"1773","Sydney","2010","May",66.89,"New South Wales"
"1774","Sydney","2010","November",68.91,"New South Wales"
"1775","Sydney","2010","October",66.24,"New South Wales"
"1776","Sydney","2010","September",56.18,"New South Wales"
"1777","Sydney","2011","August",63.73,"New South Wales"
"1778","Sydney","2011","December",64.03,"New South Wales"
"1779","Sydney","2011","February",66.61,"New South Wales"
"1780","Sydney","2011","January",67.02,"New South Wales"
"1781","Sydney","2011","July",60.19,"New South Wales"
"1782","Sydney","2011","June",61.9,"New South Wales"
"1783","Sydney","2011","March",68.55,"New South Wales"
"1784","Sydney","2011","May",64.16,"New South Wales"
"1785","Sydney","2011","November",66.45,"New South Wales"
"1786","Sydney","2011","October",63.63,"New South Wales"
"1787","Sydney","2011","September",52.9,"New South Wales"
"1788","Sydney","2012","April",65.82,"New South Wales"
"1789","Sydney","2012","August",42.17,"New South Wales"
"1790","Sydney","2012","February",70.59,"New South Wales"
"1791","Sydney","2012","January",63.65,"New South Wales"
"1792","Sydney","2012","July",61.87,"New South Wales"
"1793","Sydney","2012","June",69.78,"New South Wales"
"1794","Sydney","2012","March",69.29,"New South Wales"
"1795","Sydney","2012","May",59.34,"New South Wales"
"1796","Sydney","2012","November",63.13,"New South Wales"
"1797","Sydney","2012","October",53.68,"New South Wales"
"1798","Sydney","2012","September",48.23,"New South Wales"
"1799","Sydney","2013","April",64.55,"New South Wales"
"1800","Sydney","2013","August",46.02,"New South Wales"
"1801","Sydney","2013","December",56.58,"New South Wales"
"1802","Sydney","2013","January",63.31,"New South Wales"
"1803","Sydney","2013","July",61.39,"New South Wales"
"1804","Sydney","2013","June",71.78,"New South Wales"
"1805","Sydney","2013","March",61.97,"New South Wales"
"1806","Sydney","2013","May",61.63,"New South Wales"
"1807","Sydney","2013","November",61.47,"New South Wales"
"1808","Sydney","2013","October",44.19,"New South Wales"
"1809","Sydney","2013","September",48.58,"New South Wales"
"1810","Sydney","2014","April",65.4,"New South Wales"
"1811","Sydney","2014","August",66.66,"New South Wales"
"1812","Sydney","2014","December",64.42,"New South Wales"
"1813","Sydney","2014","February",64.55,"New South Wales"
"1814","Sydney","2014","January",57.4,"New South Wales"
"1815","Sydney","2014","July",53.95,"New South Wales"
"1816","Sydney","2014","June",60.55,"New South Wales"
"1817","Sydney","2014","March",66.56,"New South Wales"
"1818","Sydney","2014","May",58.6,"New South Wales"
"1819","Sydney","2014","November",56.93,"New South Wales"
"1820","Sydney","2014","October",54.6,"New South Wales"
"1821","Sydney","2014","September",55.48,"New South Wales"
"1822","Sydney","2015","April",71,"New South Wales"
"1823","Sydney","2015","August",52.81,"New South Wales"
"1824","Sydney","2015","December",59.81,"New South Wales"
"1825","Sydney","2015","February",68.88,"New South Wales"
"1826","Sydney","2015","January",66.66,"New South Wales"
"1827","Sydney","2015","July",60.76,"New South Wales"
"1828","Sydney","2015","June",68.67,"New South Wales"
"1829","Sydney","2015","March",63.11,"New South Wales"
"1830","Sydney","2015","May",62.48,"New South Wales"
"1831","Sydney","2015","November",61.45,"New South Wales"
"1832","Sydney","2015","October",57.05,"New South Wales"
"1833","Sydney","2015","September",56.48,"New South Wales"
"1834","Sydney","2016","April",65.9,"New South Wales"
"1835","Sydney","2016","August",58.61,"New South Wales"
"1836","Sydney","2016","December",55.98,"New South Wales"
"1837","Sydney","2016","February",59.52,"New South Wales"
"1838","Sydney","2016","January",65.42,"New South Wales"
"1839","Sydney","2016","July",58.44,"New South Wales"
"1840","Sydney","2016","June",59.13,"New South Wales"
"1841","Sydney","2016","March",65.63,"New South Wales"
"1842","Sydney","2016","May",52.68,"New South Wales"
"1843","Sydney","2016","November",50.98,"New South Wales"
"1844","Sydney","2016","October",44.16,"New South Wales"
"1845","Sydney","2016","September",54.92,"New South Wales"
"1846","Sydney","2017","April",59.7,"New South Wales"
"1847","Sydney","2017","February",60.23,"New South Wales"
"1848","Sydney","2017","January",57.79,"New South Wales"
"1849","Sydney","2017","June",69.14,"New South Wales"
"1850","Sydney","2017","March",71.39,"New South Wales"
"1851","Sydney","2017","May",60.56,"New South Wales"
"1852","Townsville","2008","December",65.42,"Queensland"
"1853","Townsville","2009","April",62.82,"Queensland"
"1854","Townsville","2009","August",57,"Queensland"
"1855","Townsville","2009","December",58.92,"Queensland"
"1856","Townsville","2009","February",79.12,"Queensland"
"1857","Townsville","2009","January",77.4,"Queensland"
"1858","Townsville","2009","July",51.26,"Queensland"
"1859","Townsville","2009","June",53.72,"Queensland"
"1860","Townsville","2009","March",61.05,"Queensland"
"1861","Townsville","2009","May",57.73,"Queensland"
"1862","Townsville","2009","November",56.22,"Queensland"
"1863","Townsville","2009","October",45.82,"Queensland"
"1864","Townsville","2009","September",49.87,"Queensland"
"1865","Townsville","2010","April",68.83,"Queensland"
"1866","Townsville","2010","August",58.55,"Queensland"
"1867","Townsville","2010","December",75.92,"Queensland"
"1868","Townsville","2010","February",74.09,"Queensland"
"1869","Townsville","2010","January",72.89,"Queensland"
"1870","Townsville","2010","July",63.42,"Queensland"
"1871","Townsville","2010","June",57.25,"Queensland"
"1872","Townsville","2010","March",67.11,"Queensland"
"1873","Townsville","2010","May",56.37,"Queensland"
"1874","Townsville","2010","November",71.72,"Queensland"
"1875","Townsville","2010","October",62.69,"Queensland"
"1876","Townsville","2010","September",68.42,"Queensland"
"1877","Townsville","2011","August",53.21,"Queensland"
"1878","Townsville","2011","December",64.71,"Queensland"
"1879","Townsville","2011","February",73.14,"Queensland"
"1880","Townsville","2011","January",69.13,"Queensland"
"1881","Townsville","2011","July",56.65,"Queensland"
"1882","Townsville","2011","June",54.32,"Queensland"
"1883","Townsville","2011","March",78.37,"Queensland"
"1884","Townsville","2011","May",51.44,"Queensland"
"1885","Townsville","2011","November",59.4,"Queensland"
"1886","Townsville","2011","October",56.92,"Queensland"
"1887","Townsville","2011","September",52.28,"Queensland"
"1888","Townsville","2012","April",59.95,"Queensland"
"1889","Townsville","2012","August",58.71,"Queensland"
"1890","Townsville","2012","February",69.67,"Queensland"
"1891","Townsville","2012","January",67.81,"Queensland"
"1892","Townsville","2012","July",59.84,"Queensland"
"1893","Townsville","2012","June",61.18,"Queensland"
"1894","Townsville","2012","March",72.21,"Queensland"
"1895","Townsville","2012","May",57.63,"Queensland"
"1896","Townsville","2012","November",56.5,"Queensland"
"1897","Townsville","2012","October",50.97,"Queensland"
"1898","Townsville","2012","September",56.28,"Queensland"
"1899","Townsville","2013","April",65.62,"Queensland"
"1900","Townsville","2013","August",57.44,"Queensland"
"1901","Townsville","2013","December",53.6,"Queensland"
"1902","Townsville","2013","January",62.26,"Queensland"
"1903","Townsville","2013","July",56.35,"Queensland"
"1904","Townsville","2013","June",54.63,"Queensland"
"1905","Townsville","2013","March",63.68,"Queensland"
"1906","Townsville","2013","May",61.84,"Queensland"
"1907","Townsville","2013","November",63.45,"Queensland"
"1908","Townsville","2013","October",55.66,"Queensland"
"1909","Townsville","2013","September",54.55,"Queensland"
"1910","Townsville","2014","April",67.63,"Queensland"
"1911","Townsville","2014","August",54.47,"Queensland"
"1912","Townsville","2014","December",59.39,"Queensland"
"1913","Townsville","2014","February",71.11,"Queensland"
"1914","Townsville","2014","January",58.89,"Queensland"
"1915","Townsville","2014","July",53.03,"Queensland"
"1916","Townsville","2014","June",61.67,"Queensland"
"1917","Townsville","2014","March",66.63,"Queensland"
"1918","Townsville","2014","May",60.39,"Queensland"
"1919","Townsville","2014","November",57.35,"Queensland"
"1920","Townsville","2014","October",52.24,"Queensland"
"1921","Townsville","2014","September",55.95,"Queensland"
"1922","Townsville","2015","April",51.85,"Queensland"
"1923","Townsville","2015","August",54.11,"Queensland"
"1924","Townsville","2015","December",58.26,"Queensland"
"1925","Townsville","2015","February",58.5,"Queensland"
"1926","Townsville","2015","January",66.95,"Queensland"
"1927","Townsville","2015","July",52.98,"Queensland"
"1928","Townsville","2015","June",61.03,"Queensland"
"1929","Townsville","2015","March",57.53,"Queensland"
"1930","Townsville","2015","May",52.65,"Queensland"
"1931","Townsville","2015","November",59.32,"Queensland"
"1932","Townsville","2015","October",54.55,"Queensland"
"1933","Townsville","2015","September",50.18,"Queensland"
"1934","Townsville","2016","April",60.8,"Queensland"
"1935","Townsville","2016","August",57.82,"Queensland"
"1936","Townsville","2016","December",58.85,"Queensland"
"1937","Townsville","2016","February",63.88,"Queensland"
"1938","Townsville","2016","January",60.92,"Queensland"
"1939","Townsville","2016","July",63.45,"Queensland"
"1940","Townsville","2016","June",61.48,"Queensland"
"1941","Townsville","2016","March",73.03,"Queensland"
"1942","Townsville","2016","May",61.76,"Queensland"
"1943","Townsville","2016","November",53.9,"Queensland"
"1944","Townsville","2016","October",54.71,"Queensland"
"1945","Townsville","2016","September",63.85,"Queensland"
"1946","Townsville","2017","April",55.55,"Queensland"
"1947","Townsville","2017","February",65.52,"Queensland"
"1948","Townsville","2017","January",68.26,"Queensland"
"1949","Townsville","2017","June",55.24,"Queensland"
"1950","Townsville","2017","March",67.56,"Queensland"
"1951","Townsville","2017","May",65.08,"Queensland"
"1952","Uluru","2013","April",28.63,"Northern Territory"
"1953","Uluru","2013","August",28.26,"Northern Territory"
"1954","Uluru","2013","December",27.82,"Northern Territory"
"1955","Uluru","2013","July",48.44,"Northern Territory"
"1956","Uluru","2013","June",63.22,"Northern Territory"
"1957","Uluru","2013","March",34.73,"Northern Territory"
"1958","Uluru","2013","May",46.35,"Northern Territory"
"1959","Uluru","2013","November",24.62,"Northern Territory"
"1960","Uluru","2013","October",17.44,"Northern Territory"
"1961","Uluru","2013","September",17.78,"Northern Territory"
"1962","Uluru","2014","April",43.92,"Northern Territory"
"1963","Uluru","2014","August",28.6,"Northern Territory"
"1964","Uluru","2014","December",27.26,"Northern Territory"
"1965","Uluru","2014","February",33.29,"Northern Territory"
"1966","Uluru","2014","January",30.77,"Northern Territory"
"1967","Uluru","2014","July",42.42,"Northern Territory"
"1968","Uluru","2014","June",46.78,"Northern Territory"
"1969","Uluru","2014","March",22.68,"Northern Territory"
"1970","Uluru","2014","May",47.18,"Northern Territory"
"1971","Uluru","2014","November",23.38,"Northern Territory"
"1972","Uluru","2014","October",13.85,"Northern Territory"
"1973","Uluru","2014","September",21.57,"Northern Territory"
"1974","Uluru","2015","April",30.95,"Northern Territory"
"1975","Uluru","2015","August",34.9,"Northern Territory"
"1976","Uluru","2015","December",30.11,"Northern Territory"
"1977","Uluru","2015","February",18.25,"Northern Territory"
"1978","Uluru","2015","January",31.06,"Northern Territory"
"1979","Uluru","2015","July",45.39,"Northern Territory"
"1980","Uluru","2015","June",49.97,"Northern Territory"
"1981","Uluru","2015","March",22,"Northern Territory"
"1982","Uluru","2015","May",40.63,"Northern Territory"
"1983","Uluru","2015","November",17.1,"Northern Territory"
"1984","Uluru","2015","October",14.4,"Northern Territory"
"1985","Uluru","2015","September",21.65,"Northern Territory"
"1986","Uluru","2016","April",29.38,"Northern Territory"
"1987","Uluru","2016","August",38.65,"Northern Territory"
"1988","Uluru","2016","December",40.61,"Northern Territory"
"1989","Uluru","2016","February",25.64,"Northern Territory"
"1990","Uluru","2016","January",28.84,"Northern Territory"
"1991","Uluru","2016","July",52.98,"Northern Territory"
"1992","Uluru","2016","June",65.08,"Northern Territory"
"1993","Uluru","2016","March",37.44,"Northern Territory"
"1994","Uluru","2016","May",48.1,"Northern Territory"
"1995","Uluru","2016","November",20.15,"Northern Territory"
"1996","Uluru","2016","October",21.65,"Northern Territory"
"1997","Uluru","2016","September",41.25,"Northern Territory"
"1998","Uluru","2017","April",38.08,"Northern Territory"
"1999","Uluru","2017","February",27.98,"Northern Territory"
"2000","Uluru","2017","January",44.92,"Northern Territory"
"2001","Uluru","2017","June",38.18,"Northern Territory"
"2002","Uluru","2017","March",23.11,"Northern Territory"
"2003","Uluru","2017","May",37.23,"Northern Territory"
"2004","Walpole","2009","April",70.23,"Western Australia"
"2005","Walpole","2009","August",78.18,"Western Australia"
"2006","Walpole","2009","December",63.44,"Western Australia"
"2007","Walpole","2009","February",64.32,"Western Australia"
"2008","Walpole","2009","January",68.81,"Western Australia"
"2009","Walpole","2009","July",75.85,"Western Australia"
"2010","Walpole","2009","June",79.73,"Western Australia"
"2011","Walpole","2009","March",67.94,"Western Australia"
"2012","Walpole","2009","May",66.73,"Western Australia"
"2013","Walpole","2009","November",71.77,"Western Australia"
"2014","Walpole","2009","October",74.63,"Western Australia"
"2015","Walpole","2009","September",70.47,"Western Australia"
"2016","Walpole","2010","April",74.2,"Western Australia"
"2017","Walpole","2010","August",74.55,"Western Australia"
"2018","Walpole","2010","December",68.61,"Western Australia"
"2019","Walpole","2010","February",66.48,"Western Australia"
"2020","Walpole","2010","January",62.58,"Western Australia"
"2021","Walpole","2010","July",76.16,"Western Australia"
"2022","Walpole","2010","June",76.02,"Western Australia"
"2023","Walpole","2010","March",65.74,"Western Australia"
"2024","Walpole","2010","May",74.44,"Western Australia"
"2025","Walpole","2010","November",65.9,"Western Australia"
"2026","Walpole","2010","October",64.47,"Western Australia"
"2027","Walpole","2010","September",69.98,"Western Australia"
"2028","Walpole","2011","August",74.77,"Western Australia"
"2029","Walpole","2011","December",67.68,"Western Australia"
"2030","Walpole","2011","February",70.57,"Western Australia"
"2031","Walpole","2011","January",65.65,"Western Australia"
"2032","Walpole","2011","July",79.54,"Western Australia"
"2033","Walpole","2011","June",75.35,"Western Australia"
"2034","Walpole","2011","March",65.02,"Western Australia"
"2035","Walpole","2011","May",73.87,"Western Australia"
"2036","Walpole","2011","November",65.35,"Western Australia"
"2037","Walpole","2011","October",74.85,"Western Australia"
"2038","Walpole","2011","September",71.22,"Western Australia"
"2039","Walpole","2012","April",68.92,"Western Australia"
"2040","Walpole","2012","August",74.85,"Western Australia"
"2041","Walpole","2012","February",64.76,"Western Australia"
"2042","Walpole","2012","January",60,"Western Australia"
"2043","Walpole","2012","July",76.9,"Western Australia"
"2044","Walpole","2012","June",76.8,"Western Australia"
"2045","Walpole","2012","March",58.9,"Western Australia"
"2046","Walpole","2012","May",74.52,"Western Australia"
"2047","Walpole","2012","November",70.17,"Western Australia"
"2048","Walpole","2012","October",65.45,"Western Australia"
"2049","Walpole","2012","September",74.78,"Western Australia"
"2050","Walpole","2013","April",80.2,"Western Australia"
"2051","Walpole","2013","August",81.1,"Western Australia"
"2052","Walpole","2013","December",65.52,"Western Australia"
"2053","Walpole","2013","January",60.24,"Western Australia"
"2054","Walpole","2013","July",76.79,"Western Australia"
"2055","Walpole","2013","June",75.8,"Western Australia"
"2056","Walpole","2013","March",73.37,"Western Australia"
"2057","Walpole","2013","May",82.06,"Western Australia"
"2058","Walpole","2013","November",67.9,"Western Australia"
"2059","Walpole","2013","October",71.71,"Western Australia"
"2060","Walpole","2013","September",76.88,"Western Australia"
"2061","Walpole","2014","April",70.73,"Western Australia"
"2062","Walpole","2014","August",72.37,"Western Australia"
"2063","Walpole","2014","December",64.61,"Western Australia"
"2064","Walpole","2014","February",61.09,"Western Australia"
"2065","Walpole","2014","January",60.55,"Western Australia"
"2066","Walpole","2014","July",77.95,"Western Australia"
"2067","Walpole","2014","June",74.78,"Western Australia"
"2068","Walpole","2014","March",68.34,"Western Australia"
"2069","Walpole","2014","May",80.9,"Western Australia"
"2070","Walpole","2014","November",67.48,"Western Australia"
"2071","Walpole","2014","October",72.02,"Western Australia"
"2072","Walpole","2014","September",73.73,"Western Australia"
"2073","Walpole","2015","April",72.42,"Western Australia"
"2074","Walpole","2015","August",78.76,"Western Australia"
"2075","Walpole","2015","December",62.79,"Western Australia"
"2076","Walpole","2015","February",62.88,"Western Australia"
"2077","Walpole","2015","January",59.24,"Western Australia"
"2078","Walpole","2015","July",79.5,"Western Australia"
"2079","Walpole","2015","June",76.17,"Western Australia"
"2080","Walpole","2015","March",68.98,"Western Australia"
"2081","Walpole","2015","May",76.08,"Western Australia"
"2082","Walpole","2015","November",69.33,"Western Australia"
"2083","Walpole","2015","October",73.35,"Western Australia"
"2084","Walpole","2015","September",66.97,"Western Australia"
"2085","Walpole","2016","April",78.28,"Western Australia"
"2086","Walpole","2016","August",76.1,"Western Australia"
"2087","Walpole","2016","December",64.89,"Western Australia"
"2088","Walpole","2016","February",66.98,"Western Australia"
"2089","Walpole","2016","January",69.82,"Western Australia"
"2090","Walpole","2016","July",78.77,"Western Australia"
"2091","Walpole","2016","June",79.83,"Western Australia"
"2092","Walpole","2016","March",74.92,"Western Australia"
"2093","Walpole","2016","May",75.53,"Western Australia"
"2094","Walpole","2016","November",66.92,"Western Australia"
"2095","Walpole","2016","October",68.3,"Western Australia"
"2096","Walpole","2016","September",76.7,"Western Australia"
"2097","Walpole","2017","April",79.2,"Western Australia"
"2098","Walpole","2017","February",68.46,"Western Australia"
"2099","Walpole","2017","January",63.73,"Western Australia"
"2100","Walpole","2017","June",71.74,"Western Australia"
"2101","Walpole","2017","March",75.55,"Western Australia"
"2102","Walpole","2017","May",77,"Western Australia"
"2103","Williamtown","2009","April",68.65,"New South Wales"
"2104","Williamtown","2009","August",48.77,"New South Wales"
"2105","Williamtown","2009","December",66.1,"New South Wales"
"2106","Williamtown","2009","February",69.43,"New South Wales"
"2107","Williamtown","2009","January",58.98,"New South Wales"
"2108","Williamtown","2009","July",64,"New South Wales"
"2109","Williamtown","2009","June",69.76,"New South Wales"
"2110","Williamtown","2009","March",67.06,"New South Wales"
"2111","Williamtown","2009","May",71.66,"New South Wales"
"2112","Williamtown","2009","November",61.93,"New South Wales"
"2113","Williamtown","2009","October",60.08,"New South Wales"
"2114","Williamtown","2009","September",47.2,"New South Wales"
"2115","Williamtown","2010","April",64.63,"New South Wales"
"2116","Williamtown","2010","August",56,"New South Wales"
"2117","Williamtown","2010","December",60.02,"New South Wales"
"2118","Williamtown","2010","February",65.84,"New South Wales"
"2119","Williamtown","2010","January",67.29,"New South Wales"
"2120","Williamtown","2010","July",76.79,"New South Wales"
"2121","Williamtown","2010","June",69.92,"New South Wales"
"2122","Williamtown","2010","March",68.47,"New South Wales"
"2123","Williamtown","2010","May",71.08,"New South Wales"
"2124","Williamtown","2010","November",63.68,"New South Wales"
"2125","Williamtown","2010","October",63.48,"New South Wales"
"2126","Williamtown","2010","September",55.22,"New South Wales"
"2127","Williamtown","2011","August",64.39,"New South Wales"
"2128","Williamtown","2011","December",65.13,"New South Wales"
"2129","Williamtown","2011","February",63.69,"New South Wales"
"2130","Williamtown","2011","January",63.45,"New South Wales"
"2131","Williamtown","2011","July",61.71,"New South Wales"
"2132","Williamtown","2011","June",60.35,"New South Wales"
"2133","Williamtown","2011","March",69.18,"New South Wales"
"2134","Williamtown","2011","May",66.31,"New South Wales"
"2135","Williamtown","2011","November",66.32,"New South Wales"
"2136","Williamtown","2011","October",62.1,"New South Wales"
"2137","Williamtown","2011","September",50.75,"New South Wales"
"2138","Williamtown","2012","April",72.8,"New South Wales"
"2139","Williamtown","2012","August",46.98,"New South Wales"
"2140","Williamtown","2012","February",74.34,"New South Wales"
"2141","Williamtown","2012","January",64.52,"New South Wales"
"2142","Williamtown","2012","July",65.32,"New South Wales"
"2143","Williamtown","2012","June",71.68,"New South Wales"
"2144","Williamtown","2012","March",68.71,"New South Wales"
"2145","Williamtown","2012","May",60.11,"New South Wales"
"2146","Williamtown","2012","November",60.83,"New South Wales"
"2147","Williamtown","2012","October",50.21,"New South Wales"
"2148","Williamtown","2012","September",47.47,"New South Wales"
"2149","Williamtown","2013","April",66.24,"New South Wales"
"2150","Williamtown","2013","August",43.74,"New South Wales"
"2151","Williamtown","2013","December",56.55,"New South Wales"
"2152","Williamtown","2013","January",64.35,"New South Wales"
"2153","Williamtown","2013","July",66.79,"New South Wales"
